id,mot,skill,knowl,auto,att,risk,affil,obj
18963,sabotage,medium,high,auto,destructive,low,individual,availability
18964,sabotage,medium,high,auto,destructive,low,crime,ICS
18965,sabotage,medium,high,auto,destructive,low,crime,credentials
18966,sabotage,medium,high,auto,destructive,low,crime,data
18967,sabotage,medium,high,auto,destructive,low,crime,availability
18968,sabotage,medium,high,auto,destructive,low,insider,ICS
18969,sabotage,medium,high,auto,destructive,low,insider,credentials
18970,sabotage,medium,high,auto,destructive,low,insider,data
18971,sabotage,medium,high,auto,destructive,low,insider,availability
18972,sabotage,medium,high,auto,destructive,low,state,ICS
18973,sabotage,medium,high,auto,destructive,low,state,credentials
18974,sabotage,medium,high,auto,destructive,low,state,data
18975,sabotage,medium,high,auto,destructive,low,state,availability
18976,sabotage,medium,high,auto,destructive,medium,individual,ICS
18977,sabotage,medium,high,auto,destructive,medium,individual,credentials
18978,sabotage,medium,high,auto,destructive,medium,individual,data
18979,sabotage,medium,high,auto,destructive,medium,individual,availability
18980,sabotage,medium,high,auto,destructive,medium,crime,ICS
18981,sabotage,medium,high,auto,destructive,medium,crime,credentials
18982,sabotage,medium,high,auto,destructive,medium,crime,data
18983,sabotage,medium,high,auto,destructive,medium,crime,availability
18984,sabotage,medium,high,auto,destructive,medium,insider,ICS
18985,sabotage,medium,high,auto,destructive,medium,insider,credentials
18986,sabotage,medium,high,auto,destructive,medium,insider,data
18987,sabotage,medium,high,auto,destructive,medium,insider,availability
18988,sabotage,medium,high,auto,destructive,medium,state,ICS
18989,sabotage,medium,high,auto,destructive,medium,state,credentials
18990,sabotage,medium,high,auto,destructive,medium,state,data
18991,sabotage,medium,high,auto,destructive,medium,state,availability
18992,sabotage,medium,high,auto,destructive,high,individual,ICS
18993,sabotage,medium,high,auto,destructive,high,individual,credentials
18994,sabotage,medium,high,auto,destructive,high,individual,data
18995,sabotage,medium,high,auto,destructive,high,individual,availability
18996,sabotage,medium,high,auto,destructive,high,crime,ICS
18997,sabotage,medium,high,auto,destructive,high,crime,credentials
18998,sabotage,medium,high,auto,destructive,high,crime,data
18999,sabotage,medium,high,auto,destructive,high,crime,availability
19000,sabotage,medium,high,auto,destructive,high,insider,ICS
19001,sabotage,medium,high,auto,destructive,high,insider,credentials
19002,sabotage,medium,high,auto,destructive,high,insider,data
19003,sabotage,medium,high,auto,destructive,high,insider,availability
19004,sabotage,medium,high,auto,destructive,high,state,ICS
19005,sabotage,medium,high,auto,destructive,high,state,credentials
19006,sabotage,medium,high,auto,destructive,high,state,data
19007,sabotage,medium,high,auto,destructive,high,state,availability
19008,sabotage,high,low,manual,opportunistic,low,individual,ICS
19009,sabotage,high,low,manual,opportunistic,low,individual,credentials
19010,sabotage,high,low,manual,opportunistic,low,individual,data
19011,sabotage,high,low,manual,opportunistic,low,individual,availability
19012,sabotage,high,low,manual,opportunistic,low,crime,ICS
19013,sabotage,high,low,manual,opportunistic,low,crime,credentials
19014,sabotage,high,low,manual,opportunistic,low,crime,data
19015,sabotage,high,low,manual,opportunistic,low,crime,availability
19016,sabotage,high,low,manual,opportunistic,low,insider,ICS
19017,sabotage,high,low,manual,opportunistic,low,insider,credentials
19018,sabotage,high,low,manual,opportunistic,low,insider,data
19019,sabotage,high,low,manual,opportunistic,low,insider,availability
19020,sabotage,high,low,manual,opportunistic,low,state,ICS
19021,sabotage,high,low,manual,opportunistic,low,state,credentials
19022,sabotage,high,low,manual,opportunistic,low,state,data
19023,sabotage,high,low,manual,opportunistic,low,state,availability
19024,sabotage,high,low,manual,opportunistic,medium,individual,ICS
19025,sabotage,high,low,manual,opportunistic,medium,individual,credentials
19026,sabotage,high,low,manual,opportunistic,medium,individual,data
19027,sabotage,high,low,manual,opportunistic,medium,individual,availability
19028,sabotage,high,low,manual,opportunistic,medium,crime,ICS
19029,sabotage,high,low,manual,opportunistic,medium,crime,credentials
19030,sabotage,high,low,manual,opportunistic,medium,crime,data
19031,sabotage,high,low,manual,opportunistic,medium,crime,availability
19032,sabotage,high,low,manual,opportunistic,medium,insider,ICS
19033,sabotage,high,low,manual,opportunistic,medium,insider,credentials
19034,sabotage,high,low,manual,opportunistic,medium,insider,data
19035,sabotage,high,low,manual,opportunistic,medium,insider,availability
19036,sabotage,high,low,manual,opportunistic,medium,state,ICS
19037,sabotage,high,low,manual,opportunistic,medium,state,credentials
19038,sabotage,high,low,manual,opportunistic,medium,state,data
19039,sabotage,high,low,manual,opportunistic,medium,state,availability
19040,sabotage,high,low,manual,opportunistic,high,individual,ICS
19041,sabotage,high,low,manual,opportunistic,high,individual,credentials
19042,sabotage,high,low,manual,opportunistic,high,individual,data
19043,sabotage,high,low,manual,opportunistic,high,individual,availability
19044,sabotage,high,low,manual,opportunistic,high,crime,ICS
19045,sabotage,high,low,manual,opportunistic,high,crime,credentials
19046,sabotage,high,low,manual,opportunistic,high,crime,data
19047,sabotage,high,low,manual,opportunistic,high,crime,availability
19048,sabotage,high,low,manual,opportunistic,high,insider,ICS
19049,sabotage,high,low,manual,opportunistic,high,insider,credentials
19050,sabotage,high,low,manual,opportunistic,high,insider,data
19051,sabotage,high,low,manual,opportunistic,high,insider,availability
19052,sabotage,high,low,manual,opportunistic,high,state,ICS
19053,sabotage,high,low,manual,opportunistic,high,state,credentials
19054,sabotage,high,low,manual,opportunistic,high,state,data
19055,sabotage,high,low,manual,opportunistic,high,state,availability
19056,sabotage,high,low,manual,persistent,low,individual,ICS
19057,sabotage,high,low,manual,persistent,low,individual,credentials
19058,sabotage,high,low,manual,persistent,low,individual,data
19059,sabotage,high,low,manual,persistent,low,individual,availability
19060,sabotage,high,low,manual,persistent,low,crime,ICS
19061,sabotage,high,low,manual,persistent,low,crime,credentials
19062,sabotage,high,low,manual,persistent,low,crime,data
19063,sabotage,high,low,manual,persistent,low,crime,availability
19064,sabotage,high,low,manual,persistent,low,insider,ICS
19065,sabotage,high,low,manual,persistent,low,insider,credentials
19066,sabotage,high,low,manual,persistent,low,insider,data
19067,sabotage,high,low,manual,persistent,low,insider,availability
19068,sabotage,high,low,manual,persistent,low,state,ICS
19069,sabotage,high,low,manual,persistent,low,state,credentials
19070,sabotage,high,low,manual,persistent,low,state,data
19071,sabotage,high,low,manual,persistent,low,state,availability
19072,sabotage,high,low,manual,persistent,medium,individual,ICS
19073,sabotage,high,low,manual,persistent,medium,individual,credentials
19074,sabotage,high,low,manual,persistent,medium,individual,data
19075,sabotage,high,low,manual,persistent,medium,individual,availability
19076,sabotage,high,low,manual,persistent,medium,crime,ICS
19077,sabotage,high,low,manual,persistent,medium,crime,credentials
19078,sabotage,high,low,manual,persistent,medium,crime,data
19079,sabotage,high,low,manual,persistent,medium,crime,availability
19080,sabotage,high,low,manual,persistent,medium,insider,ICS
19081,sabotage,high,low,manual,persistent,medium,insider,credentials
19082,sabotage,high,low,manual,persistent,medium,insider,data
19083,sabotage,high,low,manual,persistent,medium,insider,availability
19084,sabotage,high,low,manual,persistent,medium,state,ICS
19085,sabotage,high,low,manual,persistent,medium,state,credentials
19086,sabotage,high,low,manual,persistent,medium,state,data
19087,sabotage,high,low,manual,persistent,medium,state,availability
19088,sabotage,high,low,manual,persistent,high,individual,ICS
19089,sabotage,high,low,manual,persistent,high,individual,credentials
19090,sabotage,high,low,manual,persistent,high,individual,data
19091,sabotage,high,low,manual,persistent,high,individual,availability
19092,sabotage,high,low,manual,persistent,high,crime,ICS
19093,sabotage,high,low,manual,persistent,high,crime,credentials
19094,sabotage,high,low,manual,persistent,high,crime,data
19095,sabotage,high,low,manual,persistent,high,crime,availability
19096,sabotage,high,low,manual,persistent,high,insider,ICS
19097,sabotage,high,low,manual,persistent,high,insider,credentials
19098,sabotage,high,low,manual,persistent,high,insider,data
19099,sabotage,high,low,manual,persistent,high,insider,availability
19100,sabotage,high,low,manual,persistent,high,state,ICS
19101,sabotage,high,low,manual,persistent,high,state,credentials
19102,sabotage,high,low,manual,persistent,high,state,data
19103,sabotage,high,low,manual,persistent,high,state,availability
19104,sabotage,high,low,manual,targeted,low,individual,ICS
19105,sabotage,high,low,manual,targeted,low,individual,credentials
19106,sabotage,high,low,manual,targeted,low,individual,data
19107,sabotage,high,low,manual,targeted,low,individual,availability
19108,sabotage,high,low,manual,targeted,low,crime,ICS
19109,sabotage,high,low,manual,targeted,low,crime,credentials
19110,sabotage,high,low,manual,targeted,low,crime,data
19111,sabotage,high,low,manual,targeted,low,crime,availability
19112,sabotage,high,low,manual,targeted,low,insider,ICS
19113,sabotage,high,low,manual,targeted,low,insider,credentials
19114,sabotage,high,low,manual,targeted,low,insider,data
19115,sabotage,high,low,manual,targeted,low,insider,availability
19116,sabotage,high,low,manual,targeted,low,state,ICS
19117,sabotage,high,low,manual,targeted,low,state,credentials
19118,sabotage,high,low,manual,targeted,low,state,data
19119,sabotage,high,low,manual,targeted,low,state,availability
19120,sabotage,high,low,manual,targeted,medium,individual,ICS
19121,sabotage,high,low,manual,targeted,medium,individual,credentials
19122,sabotage,high,low,manual,targeted,medium,individual,data
19123,sabotage,high,low,manual,targeted,medium,individual,availability
19124,sabotage,high,low,manual,targeted,medium,crime,ICS
19125,sabotage,high,low,manual,targeted,medium,crime,credentials
19126,sabotage,high,low,manual,targeted,medium,crime,data
19127,sabotage,high,low,manual,targeted,medium,crime,availability
19128,sabotage,high,low,manual,targeted,medium,insider,ICS
19129,sabotage,high,low,manual,targeted,medium,insider,credentials
19130,sabotage,high,low,manual,targeted,medium,insider,data
19131,sabotage,high,low,manual,targeted,medium,insider,availability
19132,sabotage,high,low,manual,targeted,medium,state,ICS
19133,sabotage,high,low,manual,targeted,medium,state,credentials
19134,sabotage,high,low,manual,targeted,medium,state,data
19135,sabotage,high,low,manual,targeted,medium,state,availability
19136,sabotage,high,low,manual,targeted,high,individual,ICS
19137,sabotage,high,low,manual,targeted,high,individual,credentials
19138,sabotage,high,low,manual,targeted,high,individual,data
19139,sabotage,high,low,manual,targeted,high,individual,availability
19140,sabotage,high,low,manual,targeted,high,crime,ICS
19141,sabotage,high,low,manual,targeted,high,crime,credentials
19142,sabotage,high,low,manual,targeted,high,crime,data
19143,sabotage,high,low,manual,targeted,high,crime,availability
19144,sabotage,high,low,manual,targeted,high,insider,ICS
19145,sabotage,high,low,manual,targeted,high,insider,credentials
19146,sabotage,high,low,manual,targeted,high,insider,data
19147,sabotage,high,low,manual,targeted,high,insider,availability
19148,sabotage,high,low,manual,targeted,high,state,ICS
19149,sabotage,high,low,manual,targeted,high,state,credentials
19150,sabotage,high,low,manual,targeted,high,state,data
19151,sabotage,high,low,manual,targeted,high,state,availability
19152,sabotage,high,low,manual,destructive,low,individual,ICS
19153,sabotage,high,low,manual,destructive,low,individual,credentials
19154,sabotage,high,low,manual,destructive,low,individual,data
19155,sabotage,high,low,manual,destructive,low,individual,availability
19156,sabotage,high,low,manual,destructive,low,crime,ICS
19157,sabotage,high,low,manual,destructive,low,crime,credentials
19158,sabotage,high,low,manual,destructive,low,crime,data
19159,sabotage,high,low,manual,destructive,low,crime,availability
19160,sabotage,high,low,manual,destructive,low,insider,ICS
19161,sabotage,high,low,manual,destructive,low,insider,credentials
19162,sabotage,high,low,manual,destructive,low,insider,data
19163,sabotage,high,low,manual,destructive,low,insider,availability
19164,sabotage,high,low,manual,destructive,low,state,ICS
19165,sabotage,high,low,manual,destructive,low,state,credentials
19166,sabotage,high,low,manual,destructive,low,state,data
19167,sabotage,high,low,manual,destructive,low,state,availability
19168,sabotage,high,low,manual,destructive,medium,individual,ICS
19169,sabotage,high,low,manual,destructive,medium,individual,credentials
19170,sabotage,high,low,manual,destructive,medium,individual,data
19171,sabotage,high,low,manual,destructive,medium,individual,availability
19172,sabotage,high,low,manual,destructive,medium,crime,ICS
19173,sabotage,high,low,manual,destructive,medium,crime,credentials
19174,sabotage,high,low,manual,destructive,medium,crime,data
19175,sabotage,high,low,manual,destructive,medium,crime,availability
19176,sabotage,high,low,manual,destructive,medium,insider,ICS
19177,sabotage,high,low,manual,destructive,medium,insider,credentials
19178,sabotage,high,low,manual,destructive,medium,insider,data
19179,sabotage,high,low,manual,destructive,medium,insider,availability
19180,sabotage,high,low,manual,destructive,medium,state,ICS
19181,sabotage,high,low,manual,destructive,medium,state,credentials
19182,sabotage,high,low,manual,destructive,medium,state,data
19183,sabotage,high,low,manual,destructive,medium,state,availability
19184,sabotage,high,low,manual,destructive,high,individual,ICS
19185,sabotage,high,low,manual,destructive,high,individual,credentials
19186,sabotage,high,low,manual,destructive,high,individual,data
19187,sabotage,high,low,manual,destructive,high,individual,availability
19188,sabotage,high,low,manual,destructive,high,crime,ICS
19189,sabotage,high,low,manual,destructive,high,crime,credentials
19190,sabotage,high,low,manual,destructive,high,crime,data
19191,sabotage,high,low,manual,destructive,high,crime,availability
19192,sabotage,high,low,manual,destructive,high,insider,ICS
19193,sabotage,high,low,manual,destructive,high,insider,credentials
19194,sabotage,high,low,manual,destructive,high,insider,data
19195,sabotage,high,low,manual,destructive,high,insider,availability
19196,sabotage,high,low,manual,destructive,high,state,ICS
19197,sabotage,high,low,manual,destructive,high,state,credentials
19198,sabotage,high,low,manual,destructive,high,state,data
19199,sabotage,high,low,manual,destructive,high,state,availability
19200,sabotage,high,low,hybrid,opportunistic,low,individual,ICS
19201,sabotage,high,low,hybrid,opportunistic,low,individual,credentials
19202,sabotage,high,low,hybrid,opportunistic,low,individual,data
19203,sabotage,high,low,hybrid,opportunistic,low,individual,availability
19204,sabotage,high,low,hybrid,opportunistic,low,crime,ICS
19205,sabotage,high,low,hybrid,opportunistic,low,crime,credentials
19206,sabotage,high,low,hybrid,opportunistic,low,crime,data
19207,sabotage,high,low,hybrid,opportunistic,low,crime,availability
19208,sabotage,high,low,hybrid,opportunistic,low,insider,ICS
19209,sabotage,high,low,hybrid,opportunistic,low,insider,credentials
19210,sabotage,high,low,hybrid,opportunistic,low,insider,data
19211,sabotage,high,low,hybrid,opportunistic,low,insider,availability
19212,sabotage,high,low,hybrid,opportunistic,low,state,ICS
19213,sabotage,high,low,hybrid,opportunistic,low,state,credentials
19214,sabotage,high,low,hybrid,opportunistic,low,state,data
19215,sabotage,high,low,hybrid,opportunistic,low,state,availability
19216,sabotage,high,low,hybrid,opportunistic,medium,individual,ICS
19217,sabotage,high,low,hybrid,opportunistic,medium,individual,credentials
19218,sabotage,high,low,hybrid,opportunistic,medium,individual,data
19219,sabotage,high,low,hybrid,opportunistic,medium,individual,availability
19220,sabotage,high,low,hybrid,opportunistic,medium,crime,ICS
19221,sabotage,high,low,hybrid,opportunistic,medium,crime,credentials
19222,sabotage,high,low,hybrid,opportunistic,medium,crime,data
19223,sabotage,high,low,hybrid,opportunistic,medium,crime,availability
19224,sabotage,high,low,hybrid,opportunistic,medium,insider,ICS
19225,sabotage,high,low,hybrid,opportunistic,medium,insider,credentials
19226,sabotage,high,low,hybrid,opportunistic,medium,insider,data
19227,sabotage,high,low,hybrid,opportunistic,medium,insider,availability
19228,sabotage,high,low,hybrid,opportunistic,medium,state,ICS
19229,sabotage,high,low,hybrid,opportunistic,medium,state,credentials
19230,sabotage,high,low,hybrid,opportunistic,medium,state,data
19231,sabotage,high,low,hybrid,opportunistic,medium,state,availability
19232,sabotage,high,low,hybrid,opportunistic,high,individual,ICS
19233,sabotage,high,low,hybrid,opportunistic,high,individual,credentials
19234,sabotage,high,low,hybrid,opportunistic,high,individual,data
19235,sabotage,high,low,hybrid,opportunistic,high,individual,availability
19236,sabotage,high,low,hybrid,opportunistic,high,crime,ICS
19237,sabotage,high,low,hybrid,opportunistic,high,crime,credentials
19238,sabotage,high,low,hybrid,opportunistic,high,crime,data
19239,sabotage,high,low,hybrid,opportunistic,high,crime,availability
19240,sabotage,high,low,hybrid,opportunistic,high,insider,ICS
19241,sabotage,high,low,hybrid,opportunistic,high,insider,credentials
19242,sabotage,high,low,hybrid,opportunistic,high,insider,data
19243,sabotage,high,low,hybrid,opportunistic,high,insider,availability
19244,sabotage,high,low,hybrid,opportunistic,high,state,ICS
19245,sabotage,high,low,hybrid,opportunistic,high,state,credentials
19246,sabotage,high,low,hybrid,opportunistic,high,state,data
19247,sabotage,high,low,hybrid,opportunistic,high,state,availability
19248,sabotage,high,low,hybrid,persistent,low,individual,ICS
19249,sabotage,high,low,hybrid,persistent,low,individual,credentials
19250,sabotage,high,low,hybrid,persistent,low,individual,data
19251,sabotage,high,low,hybrid,persistent,low,individual,availability
19252,sabotage,high,low,hybrid,persistent,low,crime,ICS
19253,sabotage,high,low,hybrid,persistent,low,crime,credentials
19254,sabotage,high,low,hybrid,persistent,low,crime,data
19255,sabotage,high,low,hybrid,persistent,low,crime,availability
19256,sabotage,high,low,hybrid,persistent,low,insider,ICS
19257,sabotage,high,low,hybrid,persistent,low,insider,credentials
19258,sabotage,high,low,hybrid,persistent,low,insider,data
19259,sabotage,high,low,hybrid,persistent,low,insider,availability
19260,sabotage,high,low,hybrid,persistent,low,state,ICS
19261,sabotage,high,low,hybrid,persistent,low,state,credentials
19262,sabotage,high,low,hybrid,persistent,low,state,data
19263,sabotage,high,low,hybrid,persistent,low,state,availability
19264,sabotage,high,low,hybrid,persistent,medium,individual,ICS
19265,sabotage,high,low,hybrid,persistent,medium,individual,credentials
19266,sabotage,high,low,hybrid,persistent,medium,individual,data
19267,sabotage,high,low,hybrid,persistent,medium,individual,availability
19268,sabotage,high,low,hybrid,persistent,medium,crime,ICS
19269,sabotage,high,low,hybrid,persistent,medium,crime,credentials
19270,sabotage,high,low,hybrid,persistent,medium,crime,data
19271,sabotage,high,low,hybrid,persistent,medium,crime,availability
19272,sabotage,high,low,hybrid,persistent,medium,insider,ICS
19273,sabotage,high,low,hybrid,persistent,medium,insider,credentials
19274,sabotage,high,low,hybrid,persistent,medium,insider,data
19275,sabotage,high,low,hybrid,persistent,medium,insider,availability
19276,sabotage,high,low,hybrid,persistent,medium,state,ICS
19277,sabotage,high,low,hybrid,persistent,medium,state,credentials
19278,sabotage,high,low,hybrid,persistent,medium,state,data
19279,sabotage,high,low,hybrid,persistent,medium,state,availability
19280,sabotage,high,low,hybrid,persistent,high,individual,ICS
19281,sabotage,high,low,hybrid,persistent,high,individual,credentials
19282,sabotage,high,low,hybrid,persistent,high,individual,data
19283,sabotage,high,low,hybrid,persistent,high,individual,availability
19284,sabotage,high,low,hybrid,persistent,high,crime,ICS
19285,sabotage,high,low,hybrid,persistent,high,crime,credentials
19286,sabotage,high,low,hybrid,persistent,high,crime,data
19287,sabotage,high,low,hybrid,persistent,high,crime,availability
19288,sabotage,high,low,hybrid,persistent,high,insider,ICS
19289,sabotage,high,low,hybrid,persistent,high,insider,credentials
19290,sabotage,high,low,hybrid,persistent,high,insider,data
19291,sabotage,high,low,hybrid,persistent,high,insider,availability
19292,sabotage,high,low,hybrid,persistent,high,state,ICS
19293,sabotage,high,low,hybrid,persistent,high,state,credentials
19294,sabotage,high,low,hybrid,persistent,high,state,data
19295,sabotage,high,low,hybrid,persistent,high,state,availability
19296,sabotage,high,low,hybrid,targeted,low,individual,ICS
19297,sabotage,high,low,hybrid,targeted,low,individual,credentials
19298,sabotage,high,low,hybrid,targeted,low,individual,data
19299,sabotage,high,low,hybrid,targeted,low,individual,availability
19300,sabotage,high,low,hybrid,targeted,low,crime,ICS
19301,sabotage,high,low,hybrid,targeted,low,crime,credentials
19302,sabotage,high,low,hybrid,targeted,low,crime,data
19303,sabotage,high,low,hybrid,targeted,low,crime,availability
19304,sabotage,high,low,hybrid,targeted,low,insider,ICS
19305,sabotage,high,low,hybrid,targeted,low,insider,credentials
19306,sabotage,high,low,hybrid,targeted,low,insider,data
19307,sabotage,high,low,hybrid,targeted,low,insider,availability
19308,sabotage,high,low,hybrid,targeted,low,state,ICS
19309,sabotage,high,low,hybrid,targeted,low,state,credentials
19310,sabotage,high,low,hybrid,targeted,low,state,data
19311,sabotage,high,low,hybrid,targeted,low,state,availability
19312,sabotage,high,low,hybrid,targeted,medium,individual,ICS
19313,sabotage,high,low,hybrid,targeted,medium,individual,credentials
19314,sabotage,high,low,hybrid,targeted,medium,individual,data
19315,sabotage,high,low,hybrid,targeted,medium,individual,availability
19316,sabotage,high,low,hybrid,targeted,medium,crime,ICS
19317,sabotage,high,low,hybrid,targeted,medium,crime,credentials
19318,sabotage,high,low,hybrid,targeted,medium,crime,data
19319,sabotage,high,low,hybrid,targeted,medium,crime,availability
19320,sabotage,high,low,hybrid,targeted,medium,insider,ICS
19321,sabotage,high,low,hybrid,targeted,medium,insider,credentials
19322,sabotage,high,low,hybrid,targeted,medium,insider,data
19323,sabotage,high,low,hybrid,targeted,medium,insider,availability
19324,sabotage,high,low,hybrid,targeted,medium,state,ICS
19325,sabotage,high,low,hybrid,targeted,medium,state,credentials
19326,sabotage,high,low,hybrid,targeted,medium,state,data
19327,sabotage,high,low,hybrid,targeted,medium,state,availability
19328,sabotage,high,low,hybrid,targeted,high,individual,ICS
19329,sabotage,high,low,hybrid,targeted,high,individual,credentials
19330,sabotage,high,low,hybrid,targeted,high,individual,data
19331,sabotage,high,low,hybrid,targeted,high,individual,availability
19332,sabotage,high,low,hybrid,targeted,high,crime,ICS
19333,sabotage,high,low,hybrid,targeted,high,crime,credentials
19334,sabotage,high,low,hybrid,targeted,high,crime,data
19335,sabotage,high,low,hybrid,targeted,high,crime,availability
19336,sabotage,high,low,hybrid,targeted,high,insider,ICS
19337,sabotage,high,low,hybrid,targeted,high,insider,credentials
19338,sabotage,high,low,hybrid,targeted,high,insider,data
19339,sabotage,high,low,hybrid,targeted,high,insider,availability
19340,sabotage,high,low,hybrid,targeted,high,state,ICS
19341,sabotage,high,low,hybrid,targeted,high,state,credentials
19342,sabotage,high,low,hybrid,targeted,high,state,data
19343,sabotage,high,low,hybrid,targeted,high,state,availability
19344,sabotage,high,low,hybrid,destructive,low,individual,ICS
19345,sabotage,high,low,hybrid,destructive,low,individual,credentials
19346,sabotage,high,low,hybrid,destructive,low,individual,data
19347,sabotage,high,low,hybrid,destructive,low,individual,availability
19348,sabotage,high,low,hybrid,destructive,low,crime,ICS
19349,sabotage,high,low,hybrid,destructive,low,crime,credentials
19350,sabotage,high,low,hybrid,destructive,low,crime,data
19351,sabotage,high,low,hybrid,destructive,low,crime,availability
19352,sabotage,high,low,hybrid,destructive,low,insider,ICS
19353,sabotage,high,low,hybrid,destructive,low,insider,credentials
19354,sabotage,high,low,hybrid,destructive,low,insider,data
19355,sabotage,high,low,hybrid,destructive,low,insider,availability
19356,sabotage,high,low,hybrid,destructive,low,state,ICS
19357,sabotage,high,low,hybrid,destructive,low,state,credentials
19358,sabotage,high,low,hybrid,destructive,low,state,data
19359,sabotage,high,low,hybrid,destructive,low,state,availability
19360,sabotage,high,low,hybrid,destructive,medium,individual,ICS
19361,sabotage,high,low,hybrid,destructive,medium,individual,credentials
19362,sabotage,high,low,hybrid,destructive,medium,individual,data
19363,sabotage,high,low,hybrid,destructive,medium,individual,availability
19364,sabotage,high,low,hybrid,destructive,medium,crime,ICS
19365,sabotage,high,low,hybrid,destructive,medium,crime,credentials
19366,sabotage,high,low,hybrid,destructive,medium,crime,data
19367,sabotage,high,low,hybrid,destructive,medium,crime,availability
19368,sabotage,high,low,hybrid,destructive,medium,insider,ICS
19369,sabotage,high,low,hybrid,destructive,medium,insider,credentials
19370,sabotage,high,low,hybrid,destructive,medium,insider,data
19371,sabotage,high,low,hybrid,destructive,medium,insider,availability
19372,sabotage,high,low,hybrid,destructive,medium,state,ICS
19373,sabotage,high,low,hybrid,destructive,medium,state,credentials
19374,sabotage,high,low,hybrid,destructive,medium,state,data
19375,sabotage,high,low,hybrid,destructive,medium,state,availability
19376,sabotage,high,low,hybrid,destructive,high,individual,ICS
19377,sabotage,high,low,hybrid,destructive,high,individual,credentials
19378,sabotage,high,low,hybrid,destructive,high,individual,data
19379,sabotage,high,low,hybrid,destructive,high,individual,availability
19380,sabotage,high,low,hybrid,destructive,high,crime,ICS
19381,sabotage,high,low,hybrid,destructive,high,crime,credentials
19382,sabotage,high,low,hybrid,destructive,high,crime,data
19383,sabotage,high,low,hybrid,destructive,high,crime,availability
19384,sabotage,high,low,hybrid,destructive,high,insider,ICS
19385,sabotage,high,low,hybrid,destructive,high,insider,credentials
19386,sabotage,high,low,hybrid,destructive,high,insider,data
19387,sabotage,high,low,hybrid,destructive,high,insider,availability
19388,sabotage,high,low,hybrid,destructive,high,state,ICS
19389,sabotage,high,low,hybrid,destructive,high,state,credentials
19390,sabotage,high,low,hybrid,destructive,high,state,data
19391,sabotage,high,low,hybrid,destructive,high,state,availability
19392,sabotage,high,low,auto,opportunistic,low,individual,ICS
19393,sabotage,high,low,auto,opportunistic,low,individual,credentials
19394,sabotage,high,low,auto,opportunistic,low,individual,data
19395,sabotage,high,low,auto,opportunistic,low,individual,availability
19396,sabotage,high,low,auto,opportunistic,low,crime,ICS
19397,sabotage,high,low,auto,opportunistic,low,crime,credentials
19398,sabotage,high,low,auto,opportunistic,low,crime,data
19399,sabotage,high,low,auto,opportunistic,low,crime,availability
19400,sabotage,high,low,auto,opportunistic,low,insider,ICS
19401,sabotage,high,low,auto,opportunistic,low,insider,credentials
19402,sabotage,high,low,auto,opportunistic,low,insider,data
19403,sabotage,high,low,auto,opportunistic,low,insider,availability
19404,sabotage,high,low,auto,opportunistic,low,state,ICS
19405,sabotage,high,low,auto,opportunistic,low,state,credentials
19406,sabotage,high,low,auto,opportunistic,low,state,data
19407,sabotage,high,low,auto,opportunistic,low,state,availability
19408,sabotage,high,low,auto,opportunistic,medium,individual,ICS
19409,sabotage,high,low,auto,opportunistic,medium,individual,credentials
19410,sabotage,high,low,auto,opportunistic,medium,individual,data
19411,sabotage,high,low,auto,opportunistic,medium,individual,availability
19412,sabotage,high,low,auto,opportunistic,medium,crime,ICS
19413,sabotage,high,low,auto,opportunistic,medium,crime,credentials
19414,sabotage,high,low,auto,opportunistic,medium,crime,data
19415,sabotage,high,low,auto,opportunistic,medium,crime,availability
19416,sabotage,high,low,auto,opportunistic,medium,insider,ICS
19417,sabotage,high,low,auto,opportunistic,medium,insider,credentials
19418,sabotage,high,low,auto,opportunistic,medium,insider,data
19419,sabotage,high,low,auto,opportunistic,medium,insider,availability
19420,sabotage,high,low,auto,opportunistic,medium,state,ICS
19421,sabotage,high,low,auto,opportunistic,medium,state,credentials
19422,sabotage,high,low,auto,opportunistic,medium,state,data
19423,sabotage,high,low,auto,opportunistic,medium,state,availability
19424,sabotage,high,low,auto,opportunistic,high,individual,ICS
19425,sabotage,high,low,auto,opportunistic,high,individual,credentials
19426,sabotage,high,low,auto,opportunistic,high,individual,data
19427,sabotage,high,low,auto,opportunistic,high,individual,availability
19428,sabotage,high,low,auto,opportunistic,high,crime,ICS
19429,sabotage,high,low,auto,opportunistic,high,crime,credentials
19430,sabotage,high,low,auto,opportunistic,high,crime,data
19431,sabotage,high,low,auto,opportunistic,high,crime,availability
19432,sabotage,high,low,auto,opportunistic,high,insider,ICS
19433,sabotage,high,low,auto,opportunistic,high,insider,credentials
19434,sabotage,high,low,auto,opportunistic,high,insider,data
19435,sabotage,high,low,auto,opportunistic,high,insider,availability
19436,sabotage,high,low,auto,opportunistic,high,state,ICS
19437,sabotage,high,low,auto,opportunistic,high,state,credentials
19438,sabotage,high,low,auto,opportunistic,high,state,data
19439,sabotage,high,low,auto,opportunistic,high,state,availability
19440,sabotage,high,low,auto,persistent,low,individual,ICS
19441,sabotage,high,low,auto,persistent,low,individual,credentials
19442,sabotage,high,low,auto,persistent,low,individual,data
19443,sabotage,high,low,auto,persistent,low,individual,availability
19444,sabotage,high,low,auto,persistent,low,crime,ICS
19445,sabotage,high,low,auto,persistent,low,crime,credentials
19446,sabotage,high,low,auto,persistent,low,crime,data
19447,sabotage,high,low,auto,persistent,low,crime,availability
